Archivo,Metodo,Target,RMSE,RMSE_baseline,RMSE_zeros,MAE,MAE_baseline,MAE_zeros,Alpha,Valor_Real,Prediccion,Valor_Baseline,Valor_Zeros,Fecha_Semana
adj_close.csv,ARIMA,BND,0.00194744,0.00411491,0.00198338,0.00194744,0.00411491,0.00198338,"ARIMA(2, 0, 0)",0.00198338,3.595e-05,-0.00213152,0.0,2025-W03
adj_close.csv,ARIMA,BND,0.00058725,0.00167087,0.00031252,0.00058725,0.00167087,0.00031252,"ARIMA(2, 0, 0)",0.00031252,-0.00027473,0.00198338,0.0,2025-W04
adj_close.csv,ARIMA,BND,0.00058588,0.00051865,0.00083117,0.00058588,0.00051865,0.00083117,"ARIMA(2, 0, 0)",0.00083117,0.00024529,0.00031252,0.0,2025-W05
adj_close.csv,ARIMA,BND,0.00061234,0.0001804,0.00065076,0.00061234,0.0001804,0.00065076,"ARIMA(2, 0, 0)",0.00065076,3.842e-05,0.00083117,0.0,2025-W06
adj_close.csv,ARIMA,BND,0.00042001,0.00012614,0.00052463,0.00042001,0.00012614,0.00052463,"ARIMA(2, 0, 0)",0.00052463,0.00010462,0.00065076,0.0,2025-W07
adj_close.csv,ARIMA,BND,0.00074333,0.00030121,0.00082583,0.00074333,0.00030121,0.00082583,"ARIMA(2, 0, 0)",0.00082583,8.25e-05,0.00052463,0.0,2025-W08
adj_close.csv,ARIMA,BND,0.00236376,0.00160545,0.00243128,0.00236376,0.00160545,0.00243128,"ARIMA(2, 0, 0)",0.00243128,6.752e-05,0.00082583,0.0,2025-W09
adj_close.csv,ARIMA,BND,0.00132109,0.00363589,0.00120461,0.00132109,0.00363589,0.00120461,"ARIMA(2, 0, 0)",-0.00120461,0.00011648,0.00243128,0.0,2025-W10
adj_close.csv,ARIMA,BND,0.00044871,0.00106759,0.00013702,0.00044871,0.00106759,0.00013702,"ARIMA(2, 0, 0)",-0.00013702,0.00031168,-0.00120461,0.0,2025-W11
adj_close.csv,ARIMA,BND,0.00116349,0.00114887,0.00101185,0.00116349,0.00114887,0.00101185,"ARIMA(2, 0, 0)",0.00101185,-0.00015164,-0.00013702,0.0,2025-W12
adj_close.csv,ARIMA,BND,1.749e-05,0.00101185,0.0,1.749e-05,0.00101185,0.0,"ARIMA(2, 0, 0)",0.0,-1.749e-05,0.00101185,0.0,2025-W13
adj_close.csv,ARIMA,BND,0.00188864,0.00201381,0.00201381,0.00188864,0.00201381,0.00201381,"ARIMA(2, 0, 0)",0.00201381,0.00012517,0.0,0.0,2025-W14
adj_close.csv,ARIMA,BND,0.00493617,0.00695099,0.00493718,0.00493617,0.00695099,0.00493718,"ARIMA(2, 0, 0)",-0.00493718,-1.01e-06,0.00201381,0.0,2025-W15
adj_close.csv,ARIMA,BND,0.00184251,0.00711457,0.00217739,0.00184251,0.00711457,0.00217739,"ARIMA(2, 0, 0)",0.00217739,0.00033488,-0.00493718,0.0,2025-W16
adj_close.csv,ARIMA,BND,0.00217172,0.00072362,0.00145377,0.00217172,0.00072362,0.00145377,"ARIMA(2, 0, 0)",0.00145377,-0.00071796,0.00217739,0.0,2025-W17
adj_close.csv,ARIMA,BND,0.00089246,0.00212672,0.00067296,0.00089246,0.00212672,0.00067296,"ARIMA(2, 0, 0)",-0.00067296,0.0002195,0.00145377,0.0,2025-W18
adj_close.csv,ARIMA,BND,0.00053981,0.00031498,0.00035797,0.00053981,0.00031498,0.00035797,"ARIMA(2, 0, 0)",-0.00035797,0.00018184,-0.00067296,0.0,2025-W19
adj_close.csv,ARIMA,BND,0.00018153,0.00010979,0.00024818,0.00018153,0.00010979,0.00024818,"ARIMA(2, 0, 0)",-0.00024818,-6.665e-05,-0.00035797,0.0,2025-W20
adj_close.csv,ARIMA,BND,0.00076768,0.00055362,0.0008018,0.00076768,0.00055362,0.0008018,"ARIMA(2, 0, 0)",-0.0008018,-3.412e-05,-0.00024818,0.0,2025-W21
adj_close.csv,ARIMA,BND,0.00200904,0.00280238,0.00200058,0.00200904,0.00280238,0.00200058,"ARIMA(2, 0, 0)",0.00200058,-8.46e-06,-0.0008018,0.0,2025-W22
